DATE,FFR,TA,CC,M4,NGDP
2004-12,1.426129033,0.016904479999997335,-0.006413099999999616,0.03154441000000219,0.0
2005-01,1.5203225809999998,0.012749869999996832,0.0004915499999995632,0.02594277000000389,0.0034737199999987922
2005-02,1.7494458129999997,0.016557720000001552,0.002775529999997417,0.02150893000000309,0.0
2005-03,1.8787096779999999,0.01714587000000023,0.008395799999998843,0.00948960999999926,0.0
2005-04,2.035,0.019288589999998607,0.007823240000000453,0.004140979999998962,-0.003614089999999237
2005-05,2.252580645,0.02175597000000451,0.005472529999998699,0.007540349999999307,0.0
2005-06,2.207,0.01088702999999569,-0.0034724100000005365,0.004906469999998109,0.0
2005-07,1.7467741940000001,0.003978559999996634,-0.018061499999998176,0.00967007999999936,0.003928390000002224
2005-08,1.669999999,0.014680330000000907,-0.017518429999999086,0.006411709999994741,0.0
2005-09,1.4230000000000003,-0.01352697999999819,-0.016792240000004455,-0.0054525999999945896,0.0
2005-10,1.2674193549999997,-0.015485599999998101,-0.018568810000001434,-0.000655299999998249,-0.0004808499999953142
2005-11,1.1310000000000002,-0.03216440000000276,-0.018589839999997082,0.00014730999999912342,0.0
2005-12,0.8290322580000002,-0.024995740000001376,-0.011670849999998012,-0.015982240000003145,0.0
2006-01,0.723548386,-0.02437181999999538,-0.0021331199999998773,-0.0025659000000040066,-0.005257409999998686
2006-02,0.4950985220000004,-0.019696040000003023,-0.005188709999998764,-0.00020657000000312564,0.0
2006-03,0.3329032260000002,-0.016162710000003244,-0.0042597099999994725,0.005914960000001912,0.0
2006-04,0.22433333300000013,-0.011027289999997691,-0.0023954699999961804,0.007096999999998133,-0.002412310000000417
2006-05,-0.060322580000000015,-0.009773550000002018,0.005000080000002072,0.0033104999999977736,0.0
2006-06,-0.054666667000000224,-0.012863559999996,-0.0010160100000007333,0.007068960000001567,0.0
2006-07,-0.026451613000000096,-0.011457450000001757,0.0023965900000000318,0.008139710000001799,-0.011951690000003623
2006-08,-0.3235483860000006,-0.02027212000000489,0.0005072099999985369,0.003165470000002557,0.0
2006-09,-0.38633333300000006,-0.014340840000002686,-0.005603609999994319,0.002474519999996261,0.0
2006-10,-0.5525806459999991,-0.0018944100000020114,-0.004685050000002633,-0.005668150000001759,-0.00938201000000305
2006-11,-0.8203333330000002,0.004349550000004143,-0.003949650000002691,-0.00769830999999499,0.0
2006-12,-0.9200000000000008,-0.011035119999998955,-0.006333040000001233,0.002449830000003317,0.0
2007-01,-1.0425806439999992,-0.0067104100000001665,-0.020059149999998027,-0.005636519999995926,-0.01878638999999893
2007-02,-1.2221428570000001,-0.0013908399999955634,-0.020443480000000847,-0.004286519999997296,0.0
2007-03,-1.2929032260000004,-0.009285049999999018,-0.025965660000000668,-0.001601829999998472,0.0
2007-04,-1.545999999000001,-0.00782446000000192,-0.026486700000003083,0.005911600000001016,-0.016220790000001983
2007-05,-1.62451613,-0.006423200000000406,-0.0328827500000024,0.0078079200000011895,0.0
2007-06,-1.6923333329999997,-0.01554112000000174,-0.023236849999999976,0.008535940000001574,0.0
2007-07,-1.9493548379999996,-0.01015747999999661,-0.017867480000003155,0.006037589999998261,-0.005060749999998393
2007-08,-1.9709677419999991,-0.008580339999994635,-0.016277399999996334,0.00981388000000294,0.0
2007-09,-1.9483333340000009,0.011405050000004024,-0.012260990000005023,0.014815689999998938,0.0
2007-10,-1.955483870000001,-0.003664109999998999,-0.008128859999995797,0.01898528999999982,-0.005304569999999842
2007-11,-2.0056666670000003,-0.005876880000002416,-0.009076209999999918,0.016102559999996657,0.0
2007-12,-2.074516128999999,-0.00031946999999732384,-0.01917811999999941,0.009421569999997104,0.0
2008-01,-2.2712903230000006,0.009092479999996073,-0.017131310000003452,0.014689369999995705,-0.010386910000001137
2008-02,-3.0457389160000004,-0.02274642000000071,-0.013935699999997553,0.02281570999999971,0.0
2008-03,-3.313870968,-0.01010804999999948,-0.009148389999996454,0.030568569999996242,0.0
2008-04,-3.430666667999999,-0.012105259999998452,-0.013423020000001173,0.007839720000003325,-0.014401140000000368
2008-05,-3.588387096000001,-0.018295630000000784,-0.008887299999997822,0.012652560000002921,0.0
2008-06,-3.5159999999999996,0.007234759999999341,-0.006527809999997913,0.007486129999996649,0.0
2008-07,-3.271935485,0.01197519999999841,-0.004657699999995657,0.006861210000000284,-0.026085710000000262
2008-08,-2.801612904,0.0172626799999982,0.0002845099999966294,0.0004422999999960098,0.0
2008-09,-2.809666665999999,0.09876479999999788,0.005087450000001326,0.013425810000001093,0.0
2008-10,-3.2964516129999994,0.6441291000000007,0.018381189999999492,0.030613039999998648,-0.054280020000000206
2008-11,-3.339999999999999,0.8514916000000028,0.028687510000001026,0.01743966999999813,0.0
2008-12,-3.0958064520000006,0.8936683199999962,0.054390269999998964,0.012461300000001785,0.0
2009-01,-2.4780645170000004,0.7828562300000037,0.07036019000000238,0.011969220000004555,-0.05286894999999703
2009-02,-0.4803078819999995,0.7414870799999989,0.08219922999999696,-0.013052810000001358,0.0
2009-03,0.216774193,0.7772497900000026,0.08532802999999589,-0.03823387999999639,0.0
2009-04,0.8433333339999995,0.8515018599999991,0.09642567000000213,-0.027694330000002765,-0.0648161399999978
2009-05,1.4741935480000008,0.8514201700000008,0.091963149999998,-0.029026120000004596,0.0
2009-06,1.4583333329999997,0.799788000000003,0.08365085999999877,-0.024751179999999096,0.0
2009-07,1.394838711,0.763118930000001,0.0729959299999976,-0.04160933,-0.05341025999999971
2009-08,1.1896774199999998,0.7649501399999963,0.06937668999999858,-0.04304861999999687,0.0
2009-09,1.461333333,0.6043780899999973,0.06374910000000256,-0.08554211999999595,0.0
2009-10,2.934838709,-0.44737498000000286,0.03240432999999854,-0.1458727799999977,0.010229720000001663
2009-11,3.830333332999999,-0.868136450000005,0.008272679999997479,-0.13743516999999628,0.0
2009-12,4.052258065,-0.9215997799999975,-0.016312359999997028,-0.1284977600000019,0.0
2010-01,3.7419354850000004,-0.7172131400000019,-0.042046599999999046,-0.14709896000000455,0.041781689999996985
2010-02,2.6628325119999996,-0.5715336700000009,-0.05709232999999969,-0.13343038999999735,0.31812565999999975
2010-03,2.413548388,-0.6553757800000035,-0.06334916999999862,-0.12730033000000063,0.31812565999999975
2010-04,2.176,-0.7812733200000004,-0.06986927999999892,-0.10441948000000068,0.07393687000000071
2010-05,1.8241935479999998,-0.7808332500000006,-0.06733858999999853,-0.11145451999999523,0.31812565999999975
2010-06,1.765000001,-0.7039391200000047,-0.06147969000000231,-0.12340086000000028,0.31812565999999975
2010-07,1.88064516,-0.6599913100000023,-0.0536239700000003,-0.08059037000000302,0.07750620000000197
2010-08,1.86516129,-0.6790148299999963,-0.054210879999995853,-0.06627287000000237,0.31812565999999975
2010-09,1.7129999999999999,-0.6617403899999985,-0.04937885000000364,-0.03381928000000656,0.31812565999999975
2010-10,0.92451613,-0.17089918999999654,-0.02701966999999783,0.03265428999999642,0.04100416999999723
2010-11,0.34400000000000003,0.04653876000000423,-0.005048419999997833,0.04376866999999862,0.31812565999999975
2010-12,0.10225806400000001,0.07684873999999908,0.006338509999995523,0.04370074999999929,0.31812565999999975
2011-01,0.10258064500000003,-0.024321039999996685,0.021937079999997167,0.06137888000000302,0.016115030000001695
2011-02,0.126071429,-0.08766289000000071,0.026278770000001117,0.07070069999999617,-0.31812565999999975
2011-03,-0.00967742000000002,-0.028660500000000866,0.03586599999999862,0.09197990999999917,-0.31812565999999975
2011-04,-0.14833333299999998,0.04551043000000021,0.04204738999999691,0.08414560000000293,-0.002988340000001699
2011-05,-0.12999999899999998,0.07191191000000074,0.04640715999999756,0.09533867999999401,-0.31812565999999975
2011-06,-0.05500000099999999,0.06332652000000394,0.047129620000003314,0.11136362000000233,-0.31812565999999975
2011-07,-0.13838709600000001,0.0647441600000036,0.04798538000000008,0.07476884000000439,-0.013952740000004127
2011-08,-0.122580645,0.08133816000000138,0.049886509999996775,0.05653999999999826,-0.31812565999999975
2011-09,-0.15866666699999998,0.134974500000002,0.04674083000000451,0.04863409000000374,-0.31812565999999975
2011-10,-0.19387096900000003,0.15537688999999943,0.033656269999998045,0.013861330000004557,-0.009736289999999315
2011-11,-0.18866666599999998,0.1357922099999982,0.027548160000002042,0.013570339999997572,-0.31812565999999975
2011-12,-0.17677419299999997,0.11403684999999797,0.02724160000000353,0.014698440000003643,-0.31812565999999975
2012-01,-0.14483871000000004,0.09665641999999508,0.02795523000000344,0.026587270000000274,0.006695069999995695
2012-02,-0.083349754,0.05864542000000128,0.027561150000000367,0.023264820000001407,0.0
2012-03,0.01387096900000001,-0.007654859999995267,0.019668690000003153,0.007407759999999541,0.0
2012-04,0.141666666,-0.06701083000000096,0.009494130000003764,-0.009797470000002306,0.0030899599999969496
2012-05,0.168709677,-0.12420795999999967,0.001019390000003284,-0.024497319999994716,0.0
2012-06,0.154333334,-0.17918250000000313,-0.003886530000002608,-0.011381400000001207,0.0
2012-07,0.197096774,-0.2118191400000029,-0.007364429999999089,0.004749329999999219,0.009163970000003019
2012-08,0.13,-0.22048473000000257,-0.010801839999999174,0.020479850000004518,0.0
2012-09,0.17099999999999999,-0.2302942899999998,-0.006889210000004198,0.03216757999999942,0.0
2012-10,0.20838709800000002,-0.22402565000000152,0.0033304399999991574,0.04235565999999835,0.001632280000002595
2012-11,0.193,-0.18676619999999744,0.0018484799999960444,0.04409524000000431,0.0
2012-12,0.204516129,-0.18591390999999646,-0.003845900000001734,0.05801050999999546,0.0
2013-01,0.147096774,-0.15847965999999758,-0.007561150000004346,0.0377612199999966,-0.011401279999994074
2013-02,0.09419950799999999,-0.11120190999999835,-0.014919089999999358,0.026889650000001097,0.0
2013-03,0.02870967599999999,-0.016586150000005517,-0.020399799999999857,0.02664691000000019,0.0
2013-04,-0.035666666000000014,0.058418249999999006,-0.01708209000000238,0.03649696000000091,-0.010975609999995584
2013-05,-0.10870967800000002,0.1229428299999995,-0.010987730000003637,0.043171559999997555,0.0
2013-06,-0.13766666699999996,0.17135526000000212,-0.009147529999996351,0.01894970000000029,0.0
2013-07,-0.14935483899999996,0.21691799999999972,-0.006866089999999048,0.007883199999998425,-0.006435290000002425
2013-08,-0.08580645200000002,0.2562782800000001,-0.005436039999999309,0.0005433299999957342,0.0
2013-09,-0.12466666600000001,0.2844987299999957,-0.012446770000000384,-0.0113191300000004,0.0
2013-10,-0.159032259,0.30617130999999986,-0.017887419999997434,-0.007713830000000144,0.006647349999997942
2013-11,-0.15600000100000003,0.29927717999999714,-0.024515789999998816,-0.024026460000001748,0.0
2013-12,-0.17225806500000002,0.3157492899999994,-0.01959348000000105,-0.047070619999995955,0.0
2014-01,-0.131612903,0.29739930000000214,-0.021272849999995458,-0.05066408999999439,-0.0037566900000030046
2014-02,-0.11977832599999998,0.25180972999999796,-0.014464220000000694,-0.031151919999999222,0.0
2014-03,-0.08225806399999999,0.18753556000000415,0.0018398499999960904,-0.021907450000000495,0.0
2014-04,-0.060333333999999975,0.13973922000000272,0.0060565100000005145,-0.03367159000000086,0.014754950000000377
2014-05,0.02483871,0.09187585000000098,0.0028002600000043287,-0.02512008999999793,0.0
2014-06,0.06999999999999999,0.05185296999999878,0.0020294399999976065,-0.018441720000001993,0.0
2014-07,0.06225806499999999,0.004758870000003412,-0.0005759200000028386,-0.011727090000000828,0.012430400000003061
2014-08,0.05451612900000001,-0.0508841000000011,-0.0003033500000029221,-0.011118809999995705,0.0
2014-09,0.072666666,-0.08709480999999641,-0.0009036599999951989,-0.013493799999999112,0.0
2014-10,0.073225807,-0.13396026999999933,-0.0028268300000036106,-0.019318370000000584,-0.001356760000000179
2014-11,0.08400000100000002,-0.1693446200000004,0.009462770000002507,-0.010793830000000781,0.0
2014-12,0.11677419400000001,-0.19999484000000223,0.013766990000004142,0.0018534399999978746,0.0
2015-01,0.11419354899999999,-0.21178243000000307,0.019579079999996196,0.019963609999994247,0.01771284999999878
2015-02,0.12285714399999997,-0.21418354999999778,0.019729049999998693,0.0068072199999988925,0.0
2015-03,0.100322581,-0.21495008000000126,-0.00039405999999786445,-0.00038821000000055506,0.0
2015-04,0.08900000099999998,-0.22070671999999902,-0.006628890000001775,0.012571479999998303,-0.0036771100000017043
2015-05,0.058064516,-0.21739788000000004,-0.0067755300000023055,0.002413069999999351,0.0
2015-06,0.031333333000000005,-0.2064087299999997,-0.007045820000001868,0.0037868100000011395,0.0
2015-07,0.04096774199999999,-0.19656344000000203,-0.007130260000000277,0.012500090000003183,-0.016758100000000553
2015-08,0.044838710000000004,-0.18102201999999679,-0.005598059999996963,0.017370739999996943,0.0
2015-09,0.03933333400000001,-0.1725504099999995,0.0019843899999969494,0.016965479999999644,0.0
2015-10,0.03258064499999999,-0.15646792000000076,0.008244780000001839,0.015047379999998611,-0.014626029999998735
2015-11,0.018000000000000002,-0.14157546999999937,-0.0011297100000007276,0.0260756200000003,0.0
2015-12,0.08064516099999999,-0.12151110999999659,-0.010979460000005048,0.01572190000000262,0.0
2016-01,0.184838709,-0.1071705999999999,-0.01841928999999709,0.010308050000002567,-0.024392259999999055
2016-02,0.220172413,-0.08627472000000225,-0.022748499999998728,0.012775539999999808,0.0
2016-03,0.21451612900000003,-0.067164309999999,-0.012413150000000428,0.01763272000000171,0.0
2016-04,0.20633333199999998,-0.04713911000000337,-0.007884559999997265,0.01806770000000313,-0.01829822000000192
2016-05,0.20580645200000003,-0.03723983000000075,-0.005737469999999689,0.02321681999999825,0.0
2016-06,0.215333334,-0.030950909999997833,-0.0009063599999983296,0.02860008000000036,0.0
2016-07,0.22193548300000004,-0.024449929999999398,0.00228119000000504,0.010140969999998362,-0.006008120000004169
2016-08,0.208709678,-0.019072150000003063,-0.00287428000000034,0.006237630000001104,0.0
2016-09,0.212666666,-0.014889740000000984,-0.009097700000001652,0.016323500000002156,0.0
2016-10,0.238387097,-0.013710579999997918,-0.013688409999996765,0.023639760000001786,0.007596360000000857
2016-11,0.26333333299999995,-0.00658707999999919,-0.00977766000000102,0.00829745999999787,0.0
2016-12,0.18129032300000003,-0.0034895900000044833,-0.006592819999998056,0.013148589999996574,0.0
2017-01,0.07870967699999998,-0.004001019999996913,-0.0012711400000036122,0.007763180000001313,0.014947860000003033
2017-02,0.01715517199999994,-0.0037718399999988605,-0.000517930000000888,-5.90900000005945e-05,0.0
2017-03,0.1745161279999999,-0.0029610300000015854,0.0020666300000016236,-0.005419620000001402,0.0
2017-04,0.290000001,-0.0033029099999986045,0.003152369999998683,-0.004352069999999486,0.014795810000002518
2017-05,0.3003225809999999,0.000627370000000127,0.0034058599999973183,-0.0059523999999981925,0.0
2017-06,0.41366666600000007,0.0021547899999987408,0.00015962000000158127,-0.01814481999999984,0.0
2017-07,0.49774193599999994,0.002878609999996229,-0.0009109300000034182,-0.006118359999998546,0.015599870000006177
2017-08,0.501612902,0.0031024300000019878,0.0037519900000013706,-0.005629460000001529,0.0
2017-09,0.4966666669999999,0.002540729999999769,0.010365910000000866,-0.004000730000004893,0.0
2017-10,0.48451612900000013,0.008637279999998526,0.011404959999996578,-0.00564787999999794,0.01300477999999572
2017-11,0.46133333300000007,0.006082370000001447,0.008088219999997648,-0.0019839199999971413,0.0
2017-12,0.462258064,0.002821710000002753,0.009930710000002563,-0.0015295399999999404,0.0
2018-01,0.45806451699999995,0.0040390999999964095,0.008816300000002997,0.0011405699999968988,0.011603469999997174
2018-02,0.47910098600000006,-0.00360569000000055,0.014344860000001347,0.00776632000000177,0.0
2018-03,0.29612903300000015,-0.011451910000001675,0.0061480199999977,0.010892800000000591,0.0
2018-04,0.2656666660000001,-0.01921085999999761,-0.00035448999999943,0.0013078099999965787,0.02126061999999962
2018-05,0.25032257999999996,-0.02748866000000305,-0.0005793799999977978,0.0011087599999974884,0.0
2018-06,0.11733333399999979,-0.034729390000002525,0.0010891899999982968,0.009281809999997392,0.0
2018-07,0.00032258100000004397,-0.04077703999999471,0.0005179699999970921,0.006598489999998236,0.013866949999997047
2018-08,-0.002580644000000021,-0.05086484999999996,-0.0009488600000047143,0.0031046200000020008,0.0
2018-09,0.04433333400000006,-0.057273190000000085,-0.005187149999997587,-0.007998209999996675,0.0
2018-10,0.2764516119999998,-0.06898247999999896,-0.00496336999999869,-0.011369390000002255,-0.0013777499999960696
2018-11,0.29033333399999994,-0.0754723100000021,-0.0007802999999988458,-0.01369316999999981,0.0
2018-12,0.2109677419999998,-0.08211027000000115,-0.005970660000002681,-0.008010349999995725,0.0
2019-01,0.2206451610000001,-0.08757553999999956,-0.009287050000001074,-0.00664183999999679,-0.008679580000002574
2019-02,0.2217857139999999,-0.08833878000000084,-0.01649510000000376,-0.004725360000001899,0.0
2019-03,0.179032258,-0.08866612999999646,-0.015605769999996966,-0.005954389999999421,0.0
2019-04,-0.0649999990000002,-0.08666563000000238,-0.011849220000001992,-7.85699999958922e-05,-0.020622100000000643
2019-05,-0.10161290299999992,-0.08654145999999585,-0.016138679999997407,0.0008487200000004691,0.0
2019-06,-0.2216666669999996,-0.0816264199999992,-0.02095905999999914,2.7040000002642728e-05,0.0
2019-07,-0.2664516130000001,-0.07826993000000115,-0.020329449999994864,0.0014562900000001378,-0.014606120000003386
2019-08,-0.5467741939999999,-0.06449870000000146,-0.020392019999995625,0.008144049999998515,0.0
2019-09,-0.7130000009999997,-0.04028658000000007,-0.020971540000001454,0.017024020000000917,0.0
2019-10,-1.391935483,0.019693569999997607,-0.019435900000001283,0.02480886999999754,-0.004266640000000876
2019-11,-1.685000001,0.056817530000000005,-0.01831242999999816,0.03499848999999955,0.0
2019-12,-1.6958064509999997,0.09304837000000177,-0.011916190000000881,0.024693569999996612,0.0
2020-01,-1.8348387099999999,0.11792645000000235,-0.008377219999999852,0.022987429999997033,-0.01911810999999375
2020-02,-1.799396552,0.1390008000000016,-0.00471294999999472,0.02242178999999922,0.0
2020-03,-2.651935483,0.25670162999999846,0.008820649999996988,0.04997262000000191,0.0
2020-04,-3.106000001,0.5789693199999988,0.037768859999999904,0.1555056699999966,-0.12709053999999753
2020-05,-3.031935484,0.6996454800000009,0.05987180999999708,0.20518173000000317,0.0
2020-06,-2.8580000000000005,0.7343732200000019,0.07296812999999958,0.21999738000000235,0.0
2020-07,-2.8032258069999996,0.7239712699999963,0.07879718999999596,0.21729404999999957,-0.05731652999999426
2020-08,-2.241612904,0.7307773900000001,0.09097223999999926,0.2057521200000032,0.0
2020-09,-2.0413333330000003,0.7146705599999983,0.09460559000000046,0.19890441999999808,0.0
2020-10,-1.381612903,0.635168850000003,0.09647809999999879,0.18334411000000372,-0.05150987000000029
2020-11,-0.8226666660000002,0.5965691799999995,0.0926441500000017,0.1722446799999986,0.0
2020-12,-0.7377419360000002,0.5677030700000003,0.0932921100000037,0.1843935099999996,0.0
